name,brand,gender,category,size,price,url,img_url,article_no,blob_url
K SEITEM,Napapijri,boy,T-SHIRT/LINNEN,14 år,"
179 SEK299 SEK ",https://kidsbrandstore.se/napapijri-k-seitem-34850,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/napapijri_t-shirt-linnen_vit_barnklader_34850-y9iq.jpg,product-entry-id-34850,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34850
K SEITEM,Napapijri,boy,T-SHIRT/LINNEN,10 år,"
179 SEK299 SEK ",https://kidsbrandstore.se/napapijri-k-seitem-34848,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/napapijri_t-shirt-linnen_gra_barnklader_34848-9sq0.jpg,product-entry-id-34848,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34848
K SEITEM,Napapijri,boy,T-SHIRT/LINNEN,12 år,"
179 SEK299 SEK ",https://kidsbrandstore.se/napapijri-k-seitem-34848,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/napapijri_t-shirt-linnen_gra_barnklader_34848-9sq0.jpg,product-entry-id-34848,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34848
K SEITEM,Napapijri,boy,T-SHIRT/LINNEN,14 år,"
179 SEK299 SEK ",https://kidsbrandstore.se/napapijri-k-seitem-34848,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/napapijri_t-shirt-linnen_gra_barnklader_34848-9sq0.jpg,product-entry-id-34848,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34848
K SEITEM,Napapijri,boy,T-SHIRT/LINNEN,10 år,"
179 SEK299 SEK ",https://kidsbrandstore.se/napapijri-k-seitem-34846,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/napapijri_t-shirt-linnen_gron_barnklader_34846-54ac.jpg,product-entry-id-34846,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34846
K SEITEM,Napapijri,boy,T-SHIRT/LINNEN,12 år,"
179 SEK299 SEK ",https://kidsbrandstore.se/napapijri-k-seitem-34846,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/napapijri_t-shirt-linnen_gron_barnklader_34846-54ac.jpg,product-entry-id-34846,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34846
K SEITEM,Napapijri,boy,T-SHIRT/LINNEN,14 år,"
179 SEK299 SEK ",https://kidsbrandstore.se/napapijri-k-seitem-34846,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/napapijri_t-shirt-linnen_gron_barnklader_34846-54ac.jpg,product-entry-id-34846,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-34846
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,130 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33232,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_svart_barnklader_33232-zn-q.jpg,product-entry-id-33232,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33232
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,140 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33232,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_svart_barnklader_33232-zn-q.jpg,product-entry-id-33232,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33232
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,150 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33232,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_svart_barnklader_33232-zn-q.jpg,product-entry-id-33232,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33232
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,160 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33232,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_svart_barnklader_33232-zn-q.jpg,product-entry-id-33232,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33232
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,170 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33232,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_svart_barnklader_33232-zn-q.jpg,product-entry-id-33232,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33232
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,130 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33230,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_vit_barnklader_33230-177-.jpg,product-entry-id-33230,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33230
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,140 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33230,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_vit_barnklader_33230-177-.jpg,product-entry-id-33230,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33230
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,150 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33230,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_vit_barnklader_33230-177-.jpg,product-entry-id-33230,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33230
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,160 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33230,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_vit_barnklader_33230-177-.jpg,product-entry-id-33230,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33230
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,170 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33230,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_vit_barnklader_33230-177-.jpg,product-entry-id-33230,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33230
DESTROY CREW FLEECE,Rip Curl,boy,TRöJOR/CARDIGANS,10 år,"
399 SEK499 SEK ",https://kidsbrandstore.se/rip-curl-destroy-crew-fleece-37137,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/rip-curl_trojor-cardigans_gra_barnklader_37137-epds.jpg,product-entry-id-37137,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37137
DESTROY CREW FLEECE,Rip Curl,boy,TRöJOR/CARDIGANS,12 år,"
399 SEK499 SEK ",https://kidsbrandstore.se/rip-curl-destroy-crew-fleece-37137,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/rip-curl_trojor-cardigans_gra_barnklader_37137-epds.jpg,product-entry-id-37137,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37137
DESTROY CREW FLEECE,Rip Curl,boy,TRöJOR/CARDIGANS,14 år,"
399 SEK499 SEK ",https://kidsbrandstore.se/rip-curl-destroy-crew-fleece-37137,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/rip-curl_trojor-cardigans_gra_barnklader_37137-epds.jpg,product-entry-id-37137,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37137
DESTROY CREW FLEECE,Rip Curl,boy,TRöJOR/CARDIGANS,16 år,"
399 SEK499 SEK ",https://kidsbrandstore.se/rip-curl-destroy-crew-fleece-37137,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/rip-curl_trojor-cardigans_gra_barnklader_37137-epds.jpg,product-entry-id-37137,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37137
DESTROY CREW FLEECE,Rip Curl,boy,TRöJOR/CARDIGANS,10 år,"
399 SEK499 SEK ",https://kidsbrandstore.se/rip-curl-destroy-crew-fleece-37135,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/rip-curl_trojor-cardigans_svart_barnklader_37135-ddau.jpg,product-entry-id-37135,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37135
DESTROY CREW FLEECE,Rip Curl,boy,TRöJOR/CARDIGANS,12 år,"
399 SEK499 SEK ",https://kidsbrandstore.se/rip-curl-destroy-crew-fleece-37135,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/rip-curl_trojor-cardigans_svart_barnklader_37135-ddau.jpg,product-entry-id-37135,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37135
DESTROY CREW FLEECE,Rip Curl,boy,TRöJOR/CARDIGANS,14 år,"
399 SEK499 SEK ",https://kidsbrandstore.se/rip-curl-destroy-crew-fleece-37135,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/rip-curl_trojor-cardigans_svart_barnklader_37135-ddau.jpg,product-entry-id-37135,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37135
DESTROY CREW FLEECE,Rip Curl,boy,TRöJOR/CARDIGANS,16 år,"
399 SEK499 SEK ",https://kidsbrandstore.se/rip-curl-destroy-crew-fleece-37135,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/rip-curl_trojor-cardigans_svart_barnklader_37135-ddau.jpg,product-entry-id-37135,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37135
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,130 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33231,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_gra_barnklader_33231-kv0v.jpg,product-entry-id-33231,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33231
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,140 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33231,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_gra_barnklader_33231-kv0v.jpg,product-entry-id-33231,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33231
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,150 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33231,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_gra_barnklader_33231-kv0v.jpg,product-entry-id-33231,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33231
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,160 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33231,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_gra_barnklader_33231-kv0v.jpg,product-entry-id-33231,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33231
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,170 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33231,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_gra_barnklader_33231-kv0v.jpg,product-entry-id-33231,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33231
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,130 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33229,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_bla_barnklader_33229-nf2o.jpg,product-entry-id-33229,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33229
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,140 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33229,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_bla_barnklader_33229-nf2o.jpg,product-entry-id-33229,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33229
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,150 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33229,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_bla_barnklader_33229-nf2o.jpg,product-entry-id-33229,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33229
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,160 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33229,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_bla_barnklader_33229-nf2o.jpg,product-entry-id-33229,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33229
JR BOWMAN SWEATER,Sail Racing,boy,TRöJOR/CARDIGANS,170 cm,"
479 SEK599 SEK ",https://kidsbrandstore.se/sail-racing-jr-bowman-sweater-33229,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/sail-racing_trojor-cardigans_bla_barnklader_33229-nf2o.jpg,product-entry-id-33229,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33229
OCO REGULAR CREW SWEATER,Calvin Klein,boy,TRöJOR/CARDIGANS,10 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-oco-regular-crew-sweater-38206,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_trojor-cardigans_gra_barnklader_38206-rcht.jpg,product-entry-id-38206,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-38206
OCO REGULAR CREW SWEATER,Calvin Klein,boy,TRöJOR/CARDIGANS,12 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-oco-regular-crew-sweater-38206,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_trojor-cardigans_gra_barnklader_38206-rcht.jpg,product-entry-id-38206,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-38206
OCO REGULAR CREW SWEATER,Calvin Klein,boy,TRöJOR/CARDIGANS,14 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-oco-regular-crew-sweater-38206,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_trojor-cardigans_gra_barnklader_38206-rcht.jpg,product-entry-id-38206,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-38206
OCO REGULAR CREW SWEATER,Calvin Klein,boy,TRöJOR/CARDIGANS,16 år,"
599 SEK749 SEK ",https://kidsbrandstore.se/calvin-klein-oco-regular-crew-sweater-38206,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_trojor-cardigans_gra_barnklader_38206-rcht.jpg,product-entry-id-38206,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-38206
Logo Sweat,Barbour,boy,TRöJOR/CARDIGANS,M,"
559 SEK699 SEK ",https://kidsbrandstore.se/barbour-logo-sweat-36550,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/barbour_trojor-cardigans_svart_barnklader_36550-ntv5.jpg,product-entry-id-36550,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36550
Logo Sweat,Barbour,boy,TRöJOR/CARDIGANS,L,"
559 SEK699 SEK ",https://kidsbrandstore.se/barbour-logo-sweat-36550,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/barbour_trojor-cardigans_svart_barnklader_36550-ntv5.jpg,product-entry-id-36550,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36550
Logo Sweat,Barbour,boy,TRöJOR/CARDIGANS,XL,"
559 SEK699 SEK ",https://kidsbrandstore.se/barbour-logo-sweat-36550,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/barbour_trojor-cardigans_svart_barnklader_36550-ntv5.jpg,product-entry-id-36550,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36550
Logo Sweat,Barbour,boy,TRöJOR/CARDIGANS,XXL,"
559 SEK699 SEK ",https://kidsbrandstore.se/barbour-logo-sweat-36550,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/barbour_trojor-cardigans_svart_barnklader_36550-ntv5.jpg,product-entry-id-36550,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36550
Logo Sweat,Barbour,boy,TRöJOR/CARDIGANS,M,"
559 SEK699 SEK ",https://kidsbrandstore.se/barbour-logo-sweat-36548,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/barbour_trojor-cardigans_gra_barnklader_36548-hihh.jpg,product-entry-id-36548,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36548
Logo Sweat,Barbour,boy,TRöJOR/CARDIGANS,L,"
559 SEK699 SEK ",https://kidsbrandstore.se/barbour-logo-sweat-36548,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/barbour_trojor-cardigans_gra_barnklader_36548-hihh.jpg,product-entry-id-36548,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36548
Logo Sweat,Barbour,boy,TRöJOR/CARDIGANS,XL,"
559 SEK699 SEK ",https://kidsbrandstore.se/barbour-logo-sweat-36548,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/barbour_trojor-cardigans_gra_barnklader_36548-hihh.jpg,product-entry-id-36548,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36548
Logo Sweat,Barbour,boy,TRöJOR/CARDIGANS,XXL,"
559 SEK699 SEK ",https://kidsbrandstore.se/barbour-logo-sweat-36548,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/barbour_trojor-cardigans_gra_barnklader_36548-hihh.jpg,product-entry-id-36548,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36548
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,130 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36636,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_svart_barnklader_36636-72_k.jpg,product-entry-id-36636,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36636
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,140 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36636,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_svart_barnklader_36636-72_k.jpg,product-entry-id-36636,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36636
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,150 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36636,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_svart_barnklader_36636-72_k.jpg,product-entry-id-36636,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36636
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,160 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36636,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_svart_barnklader_36636-72_k.jpg,product-entry-id-36636,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36636
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,170 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36636,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_svart_barnklader_36636-72_k.jpg,product-entry-id-36636,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36636
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,130 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36634,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_bla_barnklader_36634-ff55.jpg,product-entry-id-36634,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36634
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,140 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36634,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_bla_barnklader_36634-ff55.jpg,product-entry-id-36634,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36634
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,150 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36634,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_bla_barnklader_36634-ff55.jpg,product-entry-id-36634,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36634
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,160 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36634,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_bla_barnklader_36634-ff55.jpg,product-entry-id-36634,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36634
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,170 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36634,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_bla_barnklader_36634-ff55.jpg,product-entry-id-36634,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36634
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,130 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36632,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_gra_barnklader_36632-ef5_.jpg,product-entry-id-36632,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36632
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,140 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36632,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_gra_barnklader_36632-ef5_.jpg,product-entry-id-36632,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36632
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,150 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36632,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_gra_barnklader_36632-ef5_.jpg,product-entry-id-36632,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36632
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,160 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36632,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_gra_barnklader_36632-ef5_.jpg,product-entry-id-36632,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36632
JR ORIGC,Peak Performance,boy,TRöJOR/CARDIGANS,170 cm,"
439 SEK549 SEK ",https://kidsbrandstore.se/peak-performance-jr-origc-36632,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/peak-performance_trojor-cardigans_gra_barnklader_36632-ef5_.jpg,product-entry-id-36632,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-36632
Club Nomade Basic Crewneck,Scotch & Soda,boy,TRöJOR/CARDIGANS,10 år,"
559 SEK699 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-basic-crewneck-35538,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_trojor-cardigans_gra_barnklader_35538-qpv4.jpg,product-entry-id-35538,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35538
Club Nomade Basic Crewneck,Scotch & Soda,boy,TRöJOR/CARDIGANS,12 år,"
559 SEK699 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-basic-crewneck-35538,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_trojor-cardigans_gra_barnklader_35538-qpv4.jpg,product-entry-id-35538,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35538
Club Nomade Basic Crewneck,Scotch & Soda,boy,TRöJOR/CARDIGANS,14 år,"
559 SEK699 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-basic-crewneck-35538,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_trojor-cardigans_gra_barnklader_35538-qpv4.jpg,product-entry-id-35538,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35538
Club Nomade Basic Crewneck,Scotch & Soda,boy,TRöJOR/CARDIGANS,16 år,"
559 SEK699 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-basic-crewneck-35538,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_trojor-cardigans_gra_barnklader_35538-qpv4.jpg,product-entry-id-35538,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35538
Club Nomade Basic Crewneck,Scotch & Soda,boy,TRöJOR/CARDIGANS,10 år,"
559 SEK699 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-basic-crewneck-35537,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_trojor-cardigans_rod_barnklader_35537-t895.jpg,product-entry-id-35537,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35537
Club Nomade Basic Crewneck,Scotch & Soda,boy,TRöJOR/CARDIGANS,12 år,"
559 SEK699 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-basic-crewneck-35537,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_trojor-cardigans_rod_barnklader_35537-t895.jpg,product-entry-id-35537,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35537
Club Nomade Basic Crewneck,Scotch & Soda,boy,TRöJOR/CARDIGANS,14 år,"
559 SEK699 SEK ",https://kidsbrandstore.se/scotch-soda-club-nomade-basic-crewneck-35537,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/scotch---soda_trojor-cardigans_rod_barnklader_35537-t895.jpg,product-entry-id-35537,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35537
